date,month,year,approve,disaprove,undecided/nodata
2013-09-08,9,2013,45,47,8
2013-09-07,9,2013,43,48,9
2013-09-06,9,2013,43,48,9
2013-09-05,9,2013,42,48,10
2013-09-04,9,2013,43,48,9
2013-09-03,9,2013,43,49,8
2013-09-02,9,2013,45,48,7
2013-09-01,9,2013,43,49,8
2013-08-31,8,2013,44,47,9
2013-08-30,8,2013,43,48,9
2013-08-29,8,2013,45,48,7
2013-08-28,8,2013,45,47,8
2013-08-27,8,2013,46,47,7
2013-08-26,8,2013,45,47,8
2013-08-25,8,2013,44,48,8
2013-08-24,8,2013,42,49,9
2013-08-23,8,2013,45,47,8
2013-08-22,8,2013,47,46,7
2013-08-21,8,2013,49,43,8
2013-08-20,8,2013,48,44,8
2013-08-19,8,2013,47,46,7
2013-08-18,8,2013,46,46,8
2013-08-17,8,2013,47,45,8
2013-08-16,8,2013,48,43,9
2013-08-15,8,2013,46,45,9
2013-08-14,8,2013,46,45,9
2013-08-13,8,2013,45,47,8
2013-08-12,8,2013,46,47,7
2013-08-11,8,2013,46,47,7
2013-08-10,8,2013,46,47,7
2013-08-09,8,2013,44,49,7
2013-08-08,8,2013,42,50,8
2013-08-07,8,2013,41,50,9
2013-08-06,8,2013,44,46,10
2013-08-05,8,2013,45,46,9
2013-08-04,8,2013,46,45,9
2013-08-03,8,2013,44,47,9
2013-08-02,8,2013,44,48,8
2013-08-01,8,2013,44,48,8
2013-07-31,7,2013,45,48,7
2013-07-30,7,2013,44,49,7
2013-07-29,7,2013,45,48,7
2013-07-28,7,2013,46,47,7
2013-07-27,7,2013,46,46,8
2013-07-26,7,2013,45,47,8
2013-07-25,7,2013,46,47,7
2013-07-24,7,2013,46,47,7
2013-07-23,7,2013,47,46,7
2013-07-22,7,2013,45,47,8
2013-07-21,7,2013,46,46,8
2013-07-20,7,2013,46,45,9
2013-07-19,7,2013,48,44,8
2013-07-18,7,2013,48,44,8
2013-07-16,7,2013,48,46,6
2013-07-15,7,2013,47,47,6
2013-07-14,7,2013,46,48,8
2013-07-13,7,2013,45,48,7
2013-07-12,7,2013,45,47,8
2013-07-11,7,2013,46,46,8
2013-07-10,7,2013,46,45,9
2013-07-09,7,2013,46,47,7
2013-07-08,7,2013,45,48,7
2013-07-07,7,2013,47,47,6
2013-07-06,7,2013,47,47,6
2013-07-05,7,2013,46,48,6
2013-07-03,7,2013,45,47,8
2013-07-02,7,2013,46,45,9
2013-07-01,7,2013,46,44,10
2013-06-30,6,2013,46,46,8
2013-06-29,6,2013,45,47,8
2013-06-28,6,2013,45,48,7
2013-06-27,6,2013,45,47,8
2013-06-26,6,2013,48,45,7
2013-06-25,6,2013,50,43,7
2013-06-24,6,2013,50,43,7
2013-06-23,6,2013,46,46,8
2013-06-22,6,2013,45,47,8
2013-06-21,6,2013,45,49,6
2013-06-20,6,2013,46,46,8
2013-06-19,6,2013,46,45,9
2013-06-18,6,2013,47,45,8
2013-06-17,6,2013,47,45,8
2013-06-16,6,2013,47,44,9
2013-06-15,6,2013,47,44,9
2013-06-14,6,2013,47,44,9
2013-06-13,6,2013,47,45,8
2013-06-12,6,2013,48,44,8
2013-06-11,6,2013,46,47,7
2013-06-10,6,2013,46,47,7
2013-06-09,6,2013,45,47,8
2013-06-08,6,2013,47,44,9
2013-06-07,6,2013,48,43,9
2013-06-06,6,2013,48,44,8
2013-06-05,6,2013,49,44,7
2013-06-04,6,2013,47,46,7
2013-06-03,6,2013,48,45,7
2013-06-02,6,2013,47,45,8
2013-06-01,6,2013,48,44,8
2013-05-31,5,2013,47,44,9
2013-05-30,5,2013,47,45,8
2013-05-29,5,2013,48,44,8
2013-05-28,5,2013,50,44,6
2013-05-27,5,2013,49,44,7
2013-05-26,5,2013,50,43,7
2013-05-25,5,2013,48,45,7
2013-05-24,5,2013,48,44,8
2013-05-23,5,2013,47,45,8
2013-05-22,5,2013,47,44,9
2013-05-21,5,2013,49,43,8
2013-05-20,5,2013,50,44,6
2013-05-19,5,2013,50,44,6
2013-05-18,5,2013,49,44,7
2013-05-17,5,2013,49,44,7
2013-05-16,5,2013,50,43,7
2013-05-15,5,2013,51,42,7
2013-05-14,5,2013,49,45,6
2013-05-13,5,2013,48,46,6
2013-05-12,5,2013,47,47,6
2013-05-11,5,2013,49,45,6
2013-05-10,5,2013,48,45,7
2013-05-09,5,2013,49,44,7
2013-05-08,5,2013,49,43,8
2013-05-07,5,2013,50,43,7
2013-05-06,5,2013,49,45,6
2013-05-05,5,2013,51,45,4
2013-05-04,5,2013,49,45,6
2013-05-03,5,2013,50,45,5
2013-05-02,5,2013,50,44,6
2013-05-01,5,2013,51,43,6
2013-04-30,4,2013,51,42,7
2013-04-29,4,2013,50,43,7
2013-04-28,4,2013,50,44,6
2013-04-27,4,2013,49,44,7
2013-04-26,4,2013,50,43,7
2013-04-25,4,2013,50,42,8
2013-04-24,4,2013,52,40,8
2013-04-23,4,2013,50,43,7
2013-04-22,4,2013,51,42,7
2013-04-21,4,2013,48,45,7
2013-04-20,4,2013,51,43,6
2013-04-19,4,2013,50,43,7
2013-04-18,4,2013,53,41,6
2013-04-17,4,2013,51,42,7
2013-04-16,4,2013,51,43,6
2013-04-15,4,2013,49,43,8
2013-04-14,4,2013,49,43,8
2013-04-13,4,2013,50,43,7
2013-04-12,4,2013,48,46,6
2013-04-11,4,2013,48,46,6
2013-04-10,4,2013,48,47,5
2013-04-09,4,2013,50,45,5
2013-04-08,4,2013,49,44,7
2013-04-07,4,2013,49,43,8
2013-04-06,4,2013,49,42,9
2013-04-05,4,2013,48,44,8
2013-04-04,4,2013,49,44,7
2013-04-03,4,2013,48,46,6
2013-04-02,4,2013,48,47,5
2013-04-01,4,2013,47,48,5
2013-03-30,3,2013,48,46,6
2013-03-29,3,2013,47,47,6
2013-03-28,3,2013,48,47,5
2013-03-27,3,2013,46,47,7
2013-03-26,3,2013,48,46,6
2013-03-25,3,2013,49,43,8
2013-03-24,3,2013,49,43,8
2013-03-23,3,2013,48,45,7
2013-03-22,3,2013,47,46,7
2013-03-21,3,2013,48,45,7
2013-03-20,3,2013,47,45,8
2013-03-19,3,2013,47,46,7
2013-03-18,3,2013,46,45,9
2013-03-17,3,2013,48,44,8
2013-03-16,3,2013,50,43,7
2013-03-15,3,2013,49,45,6
2013-03-14,3,2013,47,46,7
2013-03-13,3,2013,47,46,7
2013-03-12,3,2013,48,46,6
2013-03-11,3,2013,48,46,6
2013-03-10,3,2013,49,45,6
2013-03-09,3,2013,49,44,7
2013-03-08,3,2013,49,44,7
2013-03-07,3,2013,50,43,7
2013-03-06,3,2013,49,44,7
2013-03-05,3,2013,49,44,7
2013-03-04,3,2013,47,46,7
2013-03-03,3,2013,48,44,8
2013-03-02,3,2013,49,44,7
2013-03-01,3,2013,46,46,8
2013-02-28,2,2013,46,46,8
2013-02-27,2,2013,47,45,8
2013-02-26,2,2013,51,43,6
2013-02-25,2,2013,51,43,6
2013-02-24,2,2013,53,40,7
2013-02-23,2,2013,51,42,7
2013-02-21,2,2013,51,42,7
2013-02-20,2,2013,50,44,6
2013-02-19,2,2013,52,42,6
2013-02-18,2,2013,50,42,8
2013-02-17,2,2013,51,42,7
2013-02-16,2,2013,51,43,6
2013-02-15,2,2013,52,42,6
2013-02-14,2,2013,50,44,6
2013-02-13,2,2013,50,44,6
2013-02-12,2,2013,50,44,6
2013-02-11,2,2013,51,42,7
2013-02-10,2,2013,52,42,6
2013-02-09,2,2013,52,42,6
2013-02-08,2,2013,52,43,5
2013-02-07,2,2013,52,43,5
2013-02-06,2,2013,52,43,5
2013-02-05,2,2013,52,43,5
2013-02-04,2,2013,52,41,7
2013-02-02,2,2013,52,41,7
2013-02-01,2,2013,52,42,6
2013-01-31,1,2013,52,43,5
2013-01-30,1,2013,54,42,4
2013-01-29,1,2013,53,42,5
2013-01-28,1,2013,53,41,6
2013-01-27,1,2013,51,43,6
2013-01-26,1,2013,52,43,5
2013-01-25,1,2013,52,43,5
2013-01-24,1,2013,52,41,7
2013-01-23,1,2013,51,42,7
2013-01-22,1,2013,52,42,6
2013-01-21,1,2013,52,43,5
2013-01-20,1,2013,53,42,5
2013-01-19,1,2013,51,43,6
2013-01-18,1,2013,50,43,7
2013-01-17,1,2013,51,43,6
2013-01-16,1,2013,48,45,7
2013-01-15,1,2013,49,44,7
2013-01-14,1,2013,50,43,7
2013-01-13,1,2013,53,41,6
2013-01-12,1,2013,52,40,8
2013-01-11,1,2013,52,41,7
2013-01-10,1,2013,51,42,7
2013-01-09,1,2013,53,42,5
2013-01-08,1,2013,54,41,5
2013-01-07,1,2013,56,40,4
2013-01-06,1,2013,56,39,5
2013-01-05,1,2013,54,39,7
2013-01-04,1,2013,54,39,7
2013-01-03,1,2013,52,41,7
2012-12-30,12,2012,52,42,6
2012-12-29,12,2012,50,43,7
2012-12-28,12,2012,53,41,6
2012-12-27,12,2012,53,42,5
2012-12-26,12,2012,54,40,6
2012-12-23,12,2012,53,41,6
2012-12-22,12,2012,56,39,5
2012-12-21,12,2012,57,37,6
2012-12-19,12,2012,57,37,6
2012-12-18,12,2012,58,36,6
2012-12-17,12,2012,56,37,7
2012-12-16,12,2012,54,38,8
2012-12-15,12,2012,52,40,8
2012-12-14,12,2012,50,42,8
2012-12-13,12,2012,50,43,7
2012-12-12,12,2012,50,43,7
2012-12-11,12,2012,51,42,7
2012-12-10,12,2012,54,38,8
2012-12-09,12,2012,54,38,8
2012-12-08,12,2012,53,40,7
2012-12-07,12,2012,51,43,6
2012-12-06,12,2012,50,44,6
2012-12-05,12,2012,50,43,7
2012-12-04,12,2012,49,44,7
2012-12-03,12,2012,50,44,6
2012-12-02,12,2012,52,43,5
2012-12-01,12,2012,53,41,6
2012-11-30,11,2012,54,40,6
2012-11-29,11,2012,52,41,7
2012-11-28,11,2012,50,43,7
2012-11-27,11,2012,51,43,6
2012-11-26,11,2012,49,45,6
2012-11-25,11,2012,51,42,7
2012-11-24,11,2012,51,41,8
2012-11-23,11,2012,53,39,8
2012-11-21,11,2012,51,40,9
2012-11-20,11,2012,50,42,8
2012-11-19,11,2012,50,42,8
2012-11-18,11,2012,51,43,6
2012-11-17,11,2012,53,42,5
2012-11-16,11,2012,52,41,7
2012-11-15,11,2012,53,40,7
2012-11-14,11,2012,52,41,7
2012-11-13,11,2012,52,42,6
2012-11-12,11,2012,52,41,7
2012-11-11,11,2012,53,40,7
2012-11-10,11,2012,52,41,7
2012-11-09,11,2012,52,42,6
2012-11-08,11,2012,51,43,6
2012-11-07,11,2012,52,42,6
2012-11-06,11,2012,49,45,6
2012-11-05,11,2012,49,44,7
2012-11-04,11,2012,50,44,6
2012-11-03,11,2012,52,44,6
2012-11-01,11,2012,52,45,7
2012-10-26,10,2012,51,44,5
2012-10-25,10,2012,48,48,4
2012-10-24,10,2012,46,49,5
2012-10-23,10,2012,48,47,5
2012-10-22,10,2012,51,44,5
2012-10-21,10,2012,53,42,5
2012-10-20,10,2012,51,45,4
2012-10-19,10,2012,49,46,5
2012-10-18,10,2012,49,45,6
2012-10-17,10,2012,49,46,5
2012-10-16,10,2012,50,46,4
2012-10-15,10,2012,50,44,6
2012-10-14,10,2012,49,45,6
2012-10-13,10,2012,49,45,6
2012-10-12,10,2012,48,47,5
2012-10-10,10,2012,48,46,6
2012-10-09,10,2012,50,44,6
2012-10-08,10,2012,52,43,5
2012-10-07,10,2012,53,42,5
2012-10-06,10,2012,53,42,5
2012-10-05,10,2012,51,44,5
2012-10-04,10,2012,48,46,6
2012-10-03,10,2012,50,45,5
2012-10-02,10,2012,52,43,5
2012-10-01,10,2012,54,42,4
2012-09-30,9,2012,50,44,6
2012-09-29,9,2012,48,45,7
2012-09-28,9,2012,47,46,7
2012-09-27,9,2012,46,46,8
2012-09-26,9,2012,48,47,5
2012-09-25,9,2012,50,45,5
2012-09-24,9,2012,50,44,6
2012-09-23,9,2012,51,43,6
2012-09-22,9,2012,50,43,7
2012-09-21,9,2012,51,42,7
2012-09-20,9,2012,51,43,6
2012-09-19,9,2012,47,46,7
2012-09-18,9,2012,47,48,5
2012-09-17,9,2012,46,48,6
2012-09-16,9,2012,48,46,6
2012-09-15,9,2012,49,45,6
2012-09-14,9,2012,50,44,6
2012-09-13,9,2012,50,44,6
2012-09-12,9,2012,49,45,6
2012-09-11,9,2012,49,43,8
2012-09-10,9,2012,49,42,9
2012-09-09,9,2012,51,42,7
2012-09-08,9,2012,50,43,7
2012-09-07,9,2012,50,44,6
2012-09-06,9,2012,50,44,6
2012-09-05,9,2012,52,42,6
2012-09-04,9,2012,52,43,5
2012-09-03,9,2012,49,45,6
2012-09-02,9,2012,47,47,6
2012-09-01,9,2012,45,48,7
2012-08-31,8,2012,45,48,7
2012-08-30,8,2012,43,48,9
2012-08-29,8,2012,45,46,9
2012-08-28,8,2012,45,46,9
2012-08-27,8,2012,44,47,9
2012-08-26,8,2012,43,47,10
2012-08-25,8,2012,43,48,9
2012-08-24,8,2012,45,47,8
2012-08-23,8,2012,45,48,7
2012-08-22,8,2012,46,47,7
2012-08-21,8,2012,47,47,6
2012-08-20,8,2012,47,47,6
2012-08-19,8,2012,46,49,5
2012-08-18,8,2012,45,48,7
2012-08-17,8,2012,47,47,6
2012-08-16,8,2012,47,47,6
2012-08-15,8,2012,45,49,6
2012-08-14,8,2012,44,50,6
2012-08-13,8,2012,44,50,6
2012-08-12,8,2012,45,49,6
2012-08-11,8,2012,45,49,6
2012-08-10,8,2012,45,48,7
2012-08-09,8,2012,43,50,7
2012-08-08,8,2012,43,50,7
2012-08-07,8,2012,43,51,6
2012-08-06,8,2012,46,48,6
2012-08-05,8,2012,47,47,6
2012-08-04,8,2012,47,47,6
2012-08-03,8,2012,46,47,7
2012-08-02,8,2012,45,47,8
2012-08-01,8,2012,45,48,7
2012-07-31,7,2012,45,48,7
2012-07-30,7,2012,45,49,6
2012-07-29,7,2012,46,48,6
2012-07-28,7,2012,46,46,8
2012-07-27,7,2012,47,46,7
2012-07-25,7,2012,48,46,6
2012-07-24,7,2012,47,48,5
2012-07-23,7,2012,47,47,6
2012-07-22,7,2012,45,48,7
2012-07-21,7,2012,44,49,7
2012-07-20,7,2012,44,49,7
2012-07-19,7,2012,46,47,7
2012-07-18,7,2012,46,47,7
2012-07-17,7,2012,47,46,7
2012-07-16,7,2012,46,48,6
2012-07-15,7,2012,46,47,7
2012-07-14,7,2012,47,46,7
2012-07-13,7,2012,47,45,8
2012-07-12,7,2012,46,47,7
2012-07-11,7,2012,45,48,7
2012-07-10,7,2012,45,48,7
2012-07-09,7,2012,45,47,8
2012-07-08,7,2012,45,46,9
2012-07-07,7,2012,44,47,9
2012-07-06,7,2012,45,46,9
2012-07-05,7,2012,46,46,8
2012-07-03,7,2012,47,45,8
2012-07-02,7,2012,45,46,9
2012-07-01,7,2012,45,47,8
2012-06-30,6,2012,46,47,7
2012-06-29,6,2012,46,47,7
2012-06-28,6,2012,48,46,6
2012-06-27,6,2012,47,47,6
2012-06-26,6,2012,47,46,7
2012-06-25,6,2012,46,46,8
2012-06-24,6,2012,45,47,8
2012-06-23,6,2012,48,46,6
2012-06-22,6,2012,47,48,5
2012-06-21,6,2012,51,45,4
2012-06-20,6,2012,46,46,8
2012-06-19,6,2012,45,48,7
2012-06-18,6,2012,43,49,8
2012-06-17,6,2012,46,48,6
2012-06-16,6,2012,45,48,7
2012-06-15,6,2012,46,47,7
2012-06-14,6,2012,45,49,6
2012-06-13,6,2012,45,49,6
2012-06-12,6,2012,44,49,7
2012-06-11,6,2012,46,48,6
2012-06-10,6,2012,48,45,7
2012-06-09,6,2012,49,45,6
2012-06-08,6,2012,50,44,6
2012-06-07,6,2012,48,45,7
2012-06-06,6,2012,47,45,8
2012-06-05,6,2012,46,47,7
2012-06-04,6,2012,45,48,7
2012-06-03,6,2012,46,47,7
2012-06-02,6,2012,46,46,8
2012-06-01,6,2012,47,45,8
2012-05-31,5,2012,46,47,7
2012-05-30,5,2012,46,46,8
2012-05-29,5,2012,45,47,8
2012-05-27,5,2012,47,45,8
2012-05-26,5,2012,47,46,7
2012-05-25,5,2012,49,44,7
2012-05-24,5,2012,48,45,7
2012-05-23,5,2012,48,46,6
2012-05-22,5,2012,47,47,6
2012-05-21,5,2012,48,46,6
2012-05-20,5,2012,47,47,6
2012-05-19,5,2012,48,45,7
2012-05-18,5,2012,48,46,6
2012-05-17,5,2012,48,45,7
2012-05-16,5,2012,46,47,7
2012-05-15,5,2012,48,46,6
2012-05-14,5,2012,47,47,6
2012-05-13,5,2012,46,48,6
2012-05-12,5,2012,45,48,7
2012-05-11,5,2012,46,48,6
2012-05-10,5,2012,46,47,7
2012-05-09,5,2012,48,46,6
2012-05-08,5,2012,49,45,6
2012-05-07,5,2012,48,46,6
2012-05-06,5,2012,47,46,7
2012-05-05,5,2012,46,47,7
2012-05-04,5,2012,47,47,6
2012-05-03,5,2012,46,48,6
2012-05-02,5,2012,48,46,6
2012-05-01,5,2012,50,44,6
2012-04-30,4,2012,51,43,6
2012-04-29,4,2012,49,46,5
2012-04-28,4,2012,48,47,5
2012-04-27,4,2012,47,48,5
2012-04-25,4,2012,48,45,7
2012-04-24,4,2012,48,46,6
2012-04-23,4,2012,49,44,7
2012-04-22,4,2012,50,44,6
2012-04-21,4,2012,50,44,6
2012-04-20,4,2012,50,44,6
2012-04-19,4,2012,47,45,8
2012-04-18,4,2012,46,46,8
2012-04-17,4,2012,46,46,8
2012-04-16,4,2012,47,46,7
2012-04-15,4,2012,47,47,6
2012-04-14,4,2012,46,48,6
2012-04-13,4,2012,45,48,7
2012-04-12,4,2012,47,47,6
2012-04-11,4,2012,48,46,6
2012-04-10,4,2012,49,44,7
2012-04-09,4,2012,48,44,8
2012-04-07,4,2012,45,45,10
2012-04-06,4,2012,44,46,10
2012-04-05,4,2012,45,46,9
2012-04-04,4,2012,47,46,7
2012-04-03,4,2012,50,43,7
2012-04-02,4,2012,49,46,5
2012-04-01,4,2012,48,45,7
2012-03-31,3,2012,48,44,8
2012-03-30,3,2012,47,44,9
2012-03-29,3,2012,46,45,9
2012-03-28,3,2012,43,50,7
2012-03-27,3,2012,44,47,9
2012-03-26,3,2012,46,46,8
2012-03-25,3,2012,48,44,8
2012-03-24,3,2012,47,45,8
2012-03-23,3,2012,46,45,9
2012-03-22,3,2012,47,44,9
2012-03-21,3,2012,48,44,8
2012-03-20,3,2012,47,46,7
2012-03-19,3,2012,46,47,7
2012-03-18,3,2012,46,46,8
2012-03-17,3,2012,49,44,7
2012-03-16,3,2012,49,44,7
2012-03-15,3,2012,46,47,7
2012-03-14,3,2012,43,50,7
2012-03-13,3,2012,44,50,6
2012-03-12,3,2012,45,49,6
2012-03-11,3,2012,48,45,7
2012-03-10,3,2012,47,46,7
2012-03-09,3,2012,49,43,8
2012-03-08,3,2012,47,45,8
2012-03-07,3,2012,48,44,8
2012-03-06,3,2012,48,44,8
2012-03-05,3,2012,48,44,8
2012-03-04,3,2012,44,47,9
2012-03-03,3,2012,43,48,9
2012-03-02,3,2012,45,48,7
2012-03-01,3,2012,48,46,6
2012-02-29,2,2012,48,46,6
2012-02-28,2,2012,47,48,5
2012-02-27,2,2012,46,49,5
2012-02-26,2,2012,45,50,5
2012-02-25,2,2012,43,50,7
2012-02-24,2,2012,45,47,8
2012-02-23,2,2012,44,46,10
2012-02-22,2,2012,45,46,9
2012-02-21,2,2012,45,47,8
2012-02-20,2,2012,45,48,7
2012-02-19,2,2012,45,48,7
2012-02-18,2,2012,44,48,8
2012-02-17,2,2012,44,48,8
2012-02-16,2,2012,46,47,7
2012-02-15,2,2012,46,48,6
2012-02-14,2,2012,46,48,6
2012-02-13,2,2012,43,48,9
2012-02-12,2,2012,45,45,10
2012-02-11,2,2012,45,47,8
2012-02-10,2,2012,46,47,7
2012-02-09,2,2012,45,48,7
2012-02-08,2,2012,48,46,6
2012-02-07,2,2012,48,46,6
2012-02-06,2,2012,49,45,6
2012-02-03,2,2012,47,47,6
2012-02-02,2,2012,46,48,6
2012-02-01,2,2012,46,46,8
2012-01-31,1,2012,45,48,7
2012-01-30,1,2012,46,47,7
2012-01-29,1,2012,44,49,7
2012-01-28,1,2012,46,47,7
2012-01-27,1,2012,46,47,7
2012-01-26,1,2012,46,46,8
2012-01-25,1,2012,46,47,7
2012-01-24,1,2012,43,49,8
2012-01-23,1,2012,44,49,7
2012-01-22,1,2012,43,49,8
2012-01-21,1,2012,44,47,9
2012-01-20,1,2012,44,46,10
2012-01-19,1,2012,44,46,10
2012-01-18,1,2012,46,46,8
2012-01-17,1,2012,45,46,9
2012-01-16,1,2012,45,46,9
2012-01-15,1,2012,45,46,9
2012-01-14,1,2012,46,46,8
2012-01-13,1,2012,46,47,7
2012-01-12,1,2012,46,48,6
2012-01-11,1,2012,45,48,7
2012-01-10,1,2012,45,46,9
2012-01-09,1,2012,43,48,9
2012-01-08,1,2012,43,49,8
2012-01-07,1,2012,42,50,8
2012-01-06,1,2012,46,47,7
2012-01-05,1,2012,45,46,9
2012-01-04,1,2012,45,46,9
2012-01-03,1,2012,45,46,9
2012-01-02,1,2012,46,47,7
2011-12-29,12,2011,47,46,7
2011-12-28,12,2011,45,47,8
2011-12-27,12,2011,43,48,9
2011-12-26,12,2011,41,50,9
2011-12-23,12,2011,44,48,8
2011-12-22,12,2011,46,48,6
2011-12-21,12,2011,47,45,8
2011-12-20,12,2011,44,48,8
2011-12-19,12,2011,43,48,9
2011-12-18,12,2011,43,49,8
2011-12-17,12,2011,43,50,7
2011-12-16,12,2011,42,50,8
2011-12-14,12,2011,42,51,7
2011-12-13,12,2011,41,51,8
2011-12-12,12,2011,42,50,8
2011-12-11,12,2011,43,49,8
2011-12-10,12,2011,45,48,7
2011-12-09,12,2011,44,48,8
2011-12-08,12,2011,43,50,7
2011-12-07,12,2011,42,51,7
2011-12-06,12,2011,42,51,7
2011-12-05,12,2011,42,50,8
2011-12-04,12,2011,41,51,8
2011-12-03,12,2011,41,51,8
2011-12-02,12,2011,43,49,8
2011-12-01,12,2011,44,49,7
2011-11-30,11,2011,41,51,8
2011-11-29,11,2011,42,50,8
2011-11-28,11,2011,42,50,8
2011-11-27,11,2011,43,49,8
2011-11-26,11,2011,43,49,8
2011-11-25,11,2011,44,47,9
2011-11-23,11,2011,44,48,8
2011-11-22,11,2011,42,48,10
2011-11-21,11,2011,41,51,8
2011-11-20,11,2011,41,50,9
2011-11-19,11,2011,43,50,7
2011-11-18,11,2011,44,47,9
2011-11-17,11,2011,45,47,8
2011-11-16,11,2011,43,47,10
2011-11-15,11,2011,41,49,10
2011-11-14,11,2011,40,51,9
2011-11-13,11,2011,42,50,8
